#X,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f32,f33,f34,f35,Y
SWV116+1.p,3,242,245,946,5490,2,62,3,106,148,25,45,2,61,95,0.274194,0.642105,7,3,130,9,1,G,H,S,M,N,3,3,L,D,30
SWV117+1.p,3,261,264,1055,5913,2,62,3,109,155,25,45,2,45,79,0.274194,0.56962,7,3,130,9,1,G,H,S,M,N,3,3,L,D,30
SWV122+1.p,3,230,233,922,5404,2,54,3,94,146,25,37,2,53,87,0.314815,0.609195,7,3,130,9,1,G,H,S,M,N,3,3,L,D,30
SWV247-1.p,48,1356,1404,2650,9081,42,188,48,1322,148,107,127,10,127,196,0.324468,0.647959,6,2,333,4,1,G,H,S,M,N,3,2,L,M,30
SWV270-1.p,92,2727,2819,6136,30856,55,634,92,2470,1103,603,177,12,177,700,0.72082,0.252857,18,2,557,8,1,G,H,S,M,N,3,2,L,D,30
SWV271-1.p,92,2727,2819,6136,30856,55,634,92,2470,1103,603,177,12,177,700,0.72082,0.252857,18,2,557,8,1,G,H,S,M,N,3,2,L,D,30
SWV272-1.p,92,2727,2819,6136,30856,55,634,92,2470,1103,603,177,12,177,700,0.72082,0.252857,18,2,557,8,1,G,H,S,M,N,3,2,L,D,30
SWV321-1.p,76,1397,1473,2754,9768,69,197,76,1362,188,147,126,13,127,206,0.360406,0.616505,6,2,350,4,1,G,H,S,M,N,3,2,L,M,30
SWV329-1.p,130,2827,2957,6375,32819,91,670,130,2558,1181,670,182,17,182,737,0.728358,0.246947,18,2,603,9,1,G,H,S,M,N,3,2,L,D,30
SWV814-1.p,70,574,644,1249,10298,64,204,70,501,309,221,27,8,27,220,0.867647,0.122727,5,2,116,10,1,G,H,S,M,N,3,2,L,D,30
SWV885-1.p,53,1067,1120,2736,17696,26,200,53,924,491,164,65,3,65,229,0.675,0.283843,5,2,105,7,1,G,H,S,M,N,3,2,L,D,30
SWV886-1.p,45,573,618,1468,8682,23,114,45,493,274,84,40,3,40,131,0.649123,0.305344,4,2,33,7,1,G,H,S,M,N,3,2,L,D,30
SWV989-1.p,167,292,459,807,31245,166,72,167,272,249,235,5,2,5,75,0.930556,0.066667,8,3,113,10,2,G,H,S,M,N,3,3,L,D,30
SWW236+1.p,72,1654,1726,4466,28065,27,334,72,1365,725,173,222,8,222,377,0.335329,0.588859,5,2,192,7,1,G,H,S,M,N,3,2,L,D,30
SWW287+1.p,63,1525,1588,4264,26929,20,229,63,1282,759,129,151,5,152,248,0.340611,0.612903,5,2,105,9,1,G,H,S,M,N,3,2,L,D,30
LCL053-1.p,1,4,5,7,44,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,4,2,H,U,N,S,G,2,1,S,M,31
LCL093-1.p,1,2,3,5,38,1,1,1,2,0,0,0,1,0,1,1,0,2,2,2,5,2,H,U,N,F,G,2,2,S,M,31
LCL131-1.p,1,2,3,5,40,1,1,1,2,0,0,0,1,0,1,1,0,2,2,2,6,3,H,U,N,F,G,2,2,S,D,31
LCL166-1.p,1,2,3,5,32,1,1,1,2,0,0,0,1,0,1,1,0,2,2,2,5,2,H,U,N,F,G,2,2,S,M,31
LCL191-1.p,1,8,9,14,92,1,5,1,8,0,0,0,1,0,5,1,0,2,1,3,5,3,H,U,N,M,G,2,1,S,M,31
SWC052-1.p,14,186,200,634,1916,2,58,14,152,88,4,16,2,17,59,0.724138,0.288136,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
SWC057-1.p,14,185,199,632,1911,2,58,14,147,91,3,16,2,21,63,0.724138,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
SWC070-1.p,15,182,197,624,1888,2,58,15,145,88,4,16,3,20,62,0.724138,0.322581,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
SWC080-1.p,14,189,203,639,1930,2,59,14,152,83,3,17,2,21,63,0.711864,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
SWC085-1.p,14,183,197,623,1885,2,59,14,146,87,3,17,2,21,63,0.711864,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
SWC355-1.p,14,185,199,625,1898,2,59,14,150,85,3,17,3,19,61,0.711864,0.311475,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
SWC357-1.p,14,183,197,620,1877,3,59,14,146,87,3,17,3,21,63,0.711864,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
SWC364-1.p,14,185,199,625,1898,2,59,14,150,85,3,17,3,19,61,0.711864,0.311475,2,1,54,5,1,G,H,S,M,N,2,1,L,M,32
GRP715+1.p,1,11,12,13,102,0,11,1,11,12,12,2,1,2,11,0.818182,0.181818,2,1,5,4,2,U,H,P,M,G,2,1,M,M,33
LCL808-1.p,21,54,75,147,624,13,18,21,44,30,15,12,2,12,23,0.333333,0.521739,4,2,18,3,1,G,H,S,M,N,3,2,M,M,33
LCL828-1.p,22,53,75,147,624,14,17,22,43,30,15,11,3,11,22,0.352941,0.5,4,2,18,3,1,G,H,S,M,N,3,2,M,M,33
NUM453+1.p,6,112,118,512,1746,1,11,6,64,89,4,11,1,12,12,0,1,3,1,42,3,1,G,H,S,F,N,3,1,L,M,33
SET640+3.p,3,44,47,172,606,1,6,3,33,4,0,5,1,5,6,0.166667,0.833333,3,1,29,3,1,G,H,S,F,N,3,1,L,M,33
SET682+3.p,5,43,48,150,535,2,7,5,34,4,0,6,2,6,7,0.142857,0.857143,3,1,31,3,1,G,H,S,F,N,3,1,L,M,33
SET683+3.p,5,43,48,150,535,2,7,5,34,4,0,6,2,6,7,0.142857,0.857143,3,1,31,3,1,G,H,S,F,N,3,1,L,M,33
SEU371+1.p,25,335,360,870,2331,20,174,25,234,22,2,105,13,105,176,0.396552,0.596591,3,1,43,4,1,G,H,S,M,N,3,1,L,M,33
SWV394+1.p,7,49,56,113,618,5,14,7,35,23,7,3,2,3,20,0.785714,0.15,3,1,28,4,1,G,H,S,M,N,3,1,L,M,33
SWV749-1.p,92,596,688,1311,11013,88,196,92,538,325,230,32,8,32,205,0.836735,0.156098,4,1,75,11,2,G,H,S,M,N,3,1,L,D,33
SWV757-1.p,78,509,587,1141,9705,74,162,78,458,253,170,32,9,32,169,0.802469,0.189349,4,1,69,11,2,G,H,S,M,N,3,1,L,D,33
SWV758-1.p,91,597,688,1327,11188,87,193,91,534,321,227,29,8,29,203,0.849741,0.142857,4,2,88,11,2,G,H,S,M,N,3,2,L,D,33
SWV765-1.p,81,464,545,1054,9242,79,153,81,410,237,172,25,8,25,157,0.836601,0.159236,4,1,73,11,2,G,H,S,M,N,3,1,L,D,33
SWV770-1.p,91,598,689,1341,11381,87,193,91,533,321,227,29,8,29,202,0.849741,0.143564,4,2,91,11,2,G,H,S,M,N,3,2,L,D,33
SWV795-1.p,89,529,618,1185,10428,87,181,89,465,288,219,27,9,27,189,0.850829,0.142857,4,2,82,11,2,G,H,S,M,N,3,2,L,D,33
SWV796-1.p,89,529,618,1185,10428,87,181,89,465,288,219,27,9,27,189,0.850829,0.142857,4,2,82,11,2,G,H,S,M,N,3,2,L,D,33
SWV797-1.p,89,529,618,1185,10428,87,181,89,465,288,219,27,9,27,189,0.850829,0.142857,4,2,82,11,2,G,H,S,M,N,3,2,L,D,33
SWV798-1.p,89,529,618,1185,10428,87,181,89,465,288,219,27,9,27,189,0.850829,0.142857,4,2,82,11,2,G,H,S,M,N,3,2,L,D,33
ALG375-1.p,36,1017,1053,3220,18406,12,212,36,834,388,77,168,7,168,218,0.207547,0.770642,4,2,43,9,1,G,H,S,M,N,3,2,L,D,34
ANA021-1.p,86,2696,2782,6118,30322,49,593,86,2448,1047,548,173,11,173,657,0.708263,0.263318,18,2,550,8,1,G,H,S,M,N,3,2,L,D,34
CSR035+6.p,79193,3262770,3341963,5328165,15488631,4681,1395433,79193,3262770,49,0,1381417,3180,1381417,1395433,0.010044,0.989956,5,1,4012,8,1,H,H,S,M,N,3,1,L,D,34
CSR036+3.p,75,7932,8007,13036,37600,33,3250,75,7932,0,0,2786,2,2786,3250,0.142769,0.857231,4,1,187,6,1,H,H,N,M,N,3,1,L,D,34
CSR039+3.p,75,7932,8007,13036,37604,33,3250,75,7932,0,0,2786,2,2786,3250,0.142769,0.857231,4,1,187,6,1,H,H,N,M,N,3,1,L,D,34
CSR049+3.p,75,7932,8007,13036,37600,33,3250,75,7932,0,0,2786,2,2786,3250,0.142769,0.857231,4,1,187,6,1,H,H,N,M,N,3,1,L,D,34
CSR049+4.p,183,44032,44215,65448,225452,99,23711,183,44032,2,0,22509,3,22509,23711,0.050694,0.949306,4,1,460,6,1,H,H,S,M,N,3,1,L,D,34
CSR050+4.p,183,44032,44215,65448,225459,99,23711,183,44032,2,0,22509,3,22509,23711,0.050694,0.949306,4,1,460,6,1,H,H,S,M,N,3,1,L,D,34
CSR054+5.p,9652,530592,540244,920052,2635327,1566,166679,9652,530592,12,0,158322,315,158322,166679,0.050138,0.949862,5,1,3216,8,1,H,H,S,M,N,3,1,L,D,34
CSR054+6.p,79193,3262770,3341963,5328165,15488631,4681,1395433,79193,3262770,49,0,1381417,3180,1381417,1395433,0.010044,0.989956,5,1,4012,8,1,H,H,S,M,N,3,1,L,D,34
CSR058+6.p,79193,3262770,3341963,5328165,15488631,4681,1395433,79193,3262770,49,0,1381417,3180,1381417,1395433,0.010044,0.989956,5,1,4012,8,1,H,H,S,M,N,3,1,L,D,34
CSR061+3.p,75,7932,8007,13036,37600,33,3250,75,7932,0,0,2786,2,2786,3250,0.142769,0.857231,4,1,187,6,1,H,H,N,M,N,3,1,L,D,34
CSR061+4.p,183,44032,44215,65448,225452,99,23711,183,44032,2,0,22509,3,22509,23711,0.050694,0.949306,4,1,460,6,1,H,H,S,M,N,3,1,L,D,34
CSR079+3.p,1455,159577,161032,309912,1108284,8,130207,1455,158511,9544,52,130186,7,130186,130238,0.000161,0.999601,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR084+6.p,1456,70038,71494,220395,839740,8,40663,1456,68971,9535,43,40642,7,40642,40694,0.000516,0.998722,11,3,23674,7,1,G,H,S,M,N,3,3,L,D,34
CSR087+6.p,1455,70034,71489,220369,839655,8,40664,1455,68968,9536,44,40643,7,40643,40695,0.000516,0.998722,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR091+6.p,1456,70032,71488,220369,839655,8,40662,1456,68966,9535,43,40641,7,40641,40693,0.000516,0.998722,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR094+3.p,1455,159545,161000,309880,1108188,8,130175,1455,158479,9535,43,130154,7,130154,130206,0.000161,0.999601,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR094+6.p,1455,70030,71485,220365,839643,8,40660,1455,68964,9535,43,40639,7,40639,40691,0.000516,0.998722,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR095+6.p,1457,70030,71487,220367,839649,10,40660,1457,68964,9535,43,40639,9,40639,40691,0.000516,0.998722,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR100+3.p,1455,159554,161009,309889,1108215,8,130184,1455,158488,9535,43,130163,7,130163,130215,0.000161,0.999601,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR101+3.p,1455,159554,161009,309889,1108215,8,130184,1455,158488,9535,43,130163,7,130163,130215,0.000161,0.999601,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR108+6.p,1455,70056,71511,220398,839792,7,40682,1455,68990,9535,43,40661,7,40661,40713,0.000516,0.998723,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR109+6.p,1455,70051,71506,220407,839769,8,40660,1455,68985,9535,43,40639,7,40639,40691,0.000516,0.998722,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR118+3.p,1455,159545,161000,309880,1108188,8,130175,1455,158479,9535,43,130154,7,130154,130206,0.000161,0.999601,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
CSR118+6.p,1455,70030,71485,220365,839643,8,40660,1455,68964,9535,43,40639,7,40639,40691,0.000516,0.998722,11,3,23673,7,1,G,H,S,M,N,3,3,L,D,34
GEO088+1.p,4,43,47,141,524,1,4,4,27,14,0,3,1,3,8,0.25,0.375,3,1,27,3,1,G,H,S,F,N,3,1,L,M,34
GEO088-1.p,4,43,47,141,524,1,4,4,27,14,0,3,1,3,8,0.25,0.375,3,1,27,3,1,G,H,S,F,N,3,1,L,M,34
GRP185-2.p,1,18,19,19,174,1,18,1,18,19,19,1,1,1,18,0.944444,0.055556,2,1,7,4,2,U,U,P,M,G,2,1,M,M,34
GRP719-1.p,1,10,11,11,111,1,10,1,10,11,11,0,1,0,10,1,0,2,1,7,6,2,U,U,P,M,G,2,1,M,D,34
GRP727-1.p,1,17,18,18,297,1,17,1,17,18,18,0,1,0,17,1,0,3,2,8,7,3,U,U,P,M,G,3,2,M,D,34
KRS235+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M,34
LCL030-1.p,1,5,6,8,52,1,4,1,5,0,0,0,1,0,4,1,0,2,2,2,4,2,H,U,N,M,G,2,2,S,M,34
LCL054-1.p,1,4,5,7,48,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,4,2,H,U,N,S,G,2,1,S,M,34
LCL369-1.p,1,4,5,7,50,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,5,3,H,U,N,S,G,2,1,S,M,34
LCL374-1.p,1,4,5,7,50,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,5,3,H,U,N,S,G,2,1,S,M,34
LCL375-1.p,1,4,5,7,50,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,5,3,H,U,N,S,G,2,1,S,M,34
LCL376-1.p,1,4,5,7,52,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,6,3,H,U,N,S,G,2,1,S,D,34
LCL377-1.p,1,4,5,7,52,1,3,1,4,0,0,0,1,0,3,1,0,2,1,3,5,3,H,U,N,S,G,2,1,S,M,34
LCL446-1.p,47,1323,1370,2578,8718,41,184,47,1295,141,100,123,8,123,192,0.331522,0.640625,6,3,327,4,1,G,H,S,M,N,3,3,L,M,34
LCL463+1.p,1,71,72,135,566,1,11,1,68,7,0,11,1,14,14,0,1,2,1,9,5,3,G,U,S,F,G,2,1,M,M,34
LCL466+1.p,1,71,72,135,566,1,11,1,68,7,0,11,1,14,14,0,1,2,1,9,5,3,G,U,S,F,G,2,1,M,M,34
LCL470+1.p,1,71,72,135,566,1,11,1,68,7,0,11,1,14,14,0,1,2,1,9,5,3,G,U,S,F,G,2,1,M,M,34
LCL481+1.p,1,71,72,135,566,1,11,1,68,7,0,11,1,14,14,0,1,2,1,9,5,3,G,U,S,F,G,2,1,M,M,34
LCL830-1.p,21,459,480,898,6884,20,167,21,431,298,205,30,2,30,179,0.820359,0.167598,6,3,177,7,1,G,H,S,M,N,3,3,L,D,34
NUM460+1.p,2,36,38,120,390,2,7,2,33,26,1,7,2,7,7,0,1,2,2,8,3,1,G,U,S,F,G,2,2,M,M,34
NUM466+1.p,2,56,58,231,723,2,7,2,40,43,1,7,2,7,7,0,1,2,2,12,3,1,G,U,S,F,G,2,2,M,M,34
NUM481+1.p,6,65,71,307,935,3,3,6,39,57,3,3,3,3,3,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M,34
NUM575+1.p,10,155,165,664,2324,3,21,10,116,99,9,21,3,21,21,0,1,4,2,72,4,1,G,H,S,F,N,3,2,L,M,34
PRO014+3.p,17,90,107,309,1025,8,8,17,62,18,6,8,8,8,8,0,1,4,2,41,2,1,G,H,S,F,N,3,2,L,M,34
RNG001-3.p,1,7,8,22,91,1,3,1,7,0,0,0,1,0,3,1,0,2,1,3,2,1,H,U,N,S,G,2,1,S,M,34
SCT085-1.p,51,513,564,1568,11606,18,76,51,417,202,45,35,2,35,90,0.539474,0.388889,6,2,85,13,2,G,H,S,M,N,3,2,L,D,34
SET731+4.p,3,137,140,421,2281,2,3,3,80,13,1,3,1,3,44,0,0.068182,8,3,197,2,1,G,H,S,F,N,3,3,L,M,34
SET860-1.p,42,1317,1359,2563,8591,36,182,42,1288,132,91,123,9,123,190,0.324176,0.647368,6,3,319,4,1,G,H,S,M,N,3,3,L,M,34
SET860-2.p,4,20,24,50,278,3,2,4,15,2,0,0,2,0,4,1,0,3,2,20,3,1,G,H,S,S,N,3,2,M,M,34
SEU212+2.p,22,347,369,1042,5086,8,45,22,275,203,25,19,3,21,70,0.577778,0.3,5,2,196,5,1,G,H,S,M,N,3,2,L,M,34
SEU250+2.p,28,601,629,1995,8516,10,77,28,468,294,25,48,4,48,105,0.376623,0.457143,5,2,285,5,1,G,H,S,M,N,3,2,L,M,34
SEU282+1.p,9,83,92,183,721,6,35,9,64,27,3,33,3,33,38,0.057143,0.868421,3,1,30,4,1,G,H,S,S,N,3,1,L,M,34
SEU444+4.p,4336,214828,219164,1648783,7369262,1582,13145,4336,72126,97834,2324,10590,1408,14447,21969,0.19437,0.657608,20,2,84934,16,1,G,H,S,M,N,3,2,L,D,34
SWB032+1.p,111,1045,1156,5191,21399,3,204,111,743,176,0,199,1,199,206,0.02451,0.966019,7,3,668,2,1,G,H,S,M,N,3,3,L,M,34
SWB040+1.p,111,1048,1159,5193,21407,4,207,111,746,176,0,202,1,202,209,0.024155,0.966507,7,3,668,2,1,G,H,S,M,N,3,3,L,M,34
SWB086+1.p,111,1050,1161,5195,21419,4,209,111,748,176,0,204,1,204,211,0.023923,0.966825,7,3,668,2,1,G,H,S,M,N,3,3,L,M,34
SWV089+1.p,3,189,192,808,5117,2,46,3,78,132,25,29,2,29,63,0.369565,0.460317,7,3,130,9,1,G,H,S,M,N,3,3,L,D,34
SWV090+1.p,3,203,206,837,5251,2,60,3,92,147,40,43,2,43,77,0.283333,0.558442,7,3,130,9,1,G,H,S,M,N,3,3,L,D,34
SWV091+1.p,3,209,212,849,5311,2,66,3,98,153,46,49,2,49,83,0.257576,0.590361,7,3,130,9,1,G,H,S,M,N,3,3,L,D,34
SWV093+1.p,3,265,268,1698,9210,2,62,3,137,189,25,45,2,45,79,0.274194,0.56962,7,3,130,9,1,G,H,S,M,N,3,3,L,D,34
SWV103+1.p,3,194,197,819,5161,2,51,3,83,138,31,34,2,34,68,0.333333,0.5,7,3,130,9,1,G,H,S,M,N,3,3,L,D,34
SWV340-1.p,127,2813,2940,6322,32247,90,672,127,2547,1176,671,185,17,185,739,0.724702,0.250338,18,2,580,8,1,G,H,S,M,N,3,2,L,D,34
SWV841-1.p,27,497,524,1177,10432,9,118,27,429,262,103,14,1,14,132,0.881356,0.106061,6,2,130,9,2,G,H,S,M,N,3,2,L,D,34
CSR024+1.009.p,117,280,397,1250,6154,111,11,117,84,306,95,10,100,10,12,0.090909,0.833333,3,2,71,3,1,G,H,S,F,N,3,2,L,M,35
GEO177+1.p,9,10,19,41,139,5,2,9,2,0,0,2,2,3,3,0,1,2,2,4,2,1,G,H,N,F,N,2,2,S,M,35
MGT065-1.p,4,45,49,117,393,0,17,4,31,15,1,17,1,18,19,0,0.947368,2,1,5,3,1,G,H,S,F,N,2,1,M,M,35
NUM436+1.p,4,40,44,118,412,2,11,4,33,30,5,11,3,11,11,0,1,2,1,7,3,1,G,H,S,F,N,2,1,M,M,35
RNG126+1.p,5,103,108,392,1350,4,16,5,78,57,5,16,5,16,16,0,1,4,2,60,4,1,G,H,S,F,G,3,2,L,M,35
SET144-6.p,3,93,96,202,2438,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET147-6.p,3,93,96,202,2436,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET148-6.p,3,93,96,202,2436,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET149-6.p,3,93,96,202,2440,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET160-6.p,3,93,96,202,2444,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET183-6.p,3,94,97,203,2439,1,21,3,86,31,8,12,1,12,24,0.428571,0.5,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET199-6.p,3,95,98,204,2442,1,22,3,87,30,7,13,1,13,25,0.409091,0.52,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET201-6.p,3,95,98,204,2444,1,22,3,87,30,7,13,1,13,25,0.409091,0.52,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET244-6.p,3,93,96,202,2440,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET254-6.p,3,94,97,203,2445,1,21,3,86,30,7,12,1,12,24,0.428571,0.5,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET257-6.p,3,93,96,202,2442,1,20,3,85,31,8,11,1,11,23,0.45,0.478261,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET382-6.p,3,94,97,203,2443,1,21,3,86,31,8,12,1,12,24,0.428571,0.5,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
SET442-6.p,3,94,97,203,2440,1,21,3,86,31,8,12,1,12,24,0.428571,0.5,3,1,26,25,2,G,H,S,M,N,3,1,L,D,35
FLD027-3.p,4,28,32,83,286,4,5,4,25,0,0,5,4,5,5,0,1,2,1,6,2,1,G,U,N,F,G,2,1,M,M,36
FLD049-4.p,4,34,38,89,302,4,11,4,31,0,0,11,4,11,11,0,1,2,1,6,2,1,G,U,N,F,G,2,1,M,M,36
FLD062-3.p,2,28,30,81,276,2,5,2,25,0,0,5,2,5,5,0,1,2,1,6,2,1,G,U,N,F,G,2,1,M,M,36
LCL682+1.005.p,4,142,146,616,1980,4,9,4,78,0,0,8,4,8,9,0.111111,0.888889,4,2,166,2,1,G,U,N,F,G,3,2,L,M,36
NUM465+2.p,4,48,52,196,625,3,4,4,34,41,3,4,3,7,7,0,1,2,2,8,3,1,G,H,S,F,N,2,2,M,M,36
NUM554+1.p,12,109,121,449,1474,5,17,12,79,69,5,17,5,17,17,0,1,3,1,33,4,1,G,H,S,F,N,3,1,L,M,36
PRO012+4.p,15,67,82,205,690,7,6,15,52,13,6,6,7,6,6,0,1,3,1,29,2,1,G,H,S,F,N,3,1,L,M,36
SCT162+1.p,67,671,738,2026,18569,26,112,67,515,351,84,54,5,54,135,0.517857,0.4,6,2,212,16,2,G,H,S,M,N,3,2,L,D,36
SCT163+1.p,70,681,751,2057,19105,26,114,70,520,357,85,55,8,56,139,0.517544,0.402878,6,2,224,16,2,G,H,S,M,N,3,2,L,D,36
SEU430+1.p,7,36,43,82,279,2,15,7,30,14,1,11,2,11,19,0.266667,0.578947,3,1,15,3,1,G,H,S,M,N,3,1,M,M,36
SYN445-1.p,47,133,180,655,1027,0,0,47,75,0,0,0,47,7,7,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M,36
SYN454+1.p,44,136,180,631,970,0,0,44,76,0,0,0,44,12,12,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M,36
SYN454-1.p,44,136,180,631,970,0,0,44,76,0,0,0,44,12,12,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M,36
SYN478+1.p,47,153,200,739,1141,0,0,47,80,0,0,0,47,15,15,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M,36
SYN485-1.p,43,153,196,770,1217,0,0,43,77,0,0,0,43,9,9,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M,36
SYN499+1.p,47,157,204,815,1289,0,0,47,77,0,0,0,47,6,6,0,1,0,0,0,1,1,G,H,N,F,G,0,0,S,M,36
SYN578-1.p,1,22,23,50,179,0,9,1,21,0,0,3,0,3,9,0.666667,0.333333,2,1,5,3,1,G,H,N,M,N,2,1,M,M,36
SYN579-1.p,1,22,23,50,179,0,9,1,21,0,0,3,0,3,9,0.666667,0.333333,2,1,5,3,1,G,H,N,M,N,2,1,M,M,36
SYN580-1.p,1,22,23,54,186,1,7,1,20,0,0,3,1,3,7,0.571429,0.428571,1,1,3,2,1,G,U,N,M,G,1,1,S,M,36
NUM586+1.p,10,161,171,682,2445,2,22,10,122,102,8,22,2,22,22,0,1,4,2,72,5,1,G,H,S,F,N,3,2,L,M,37
SWW292+1.p,236,7148,7384,18392,220014,123,1526,236,5742,4225,1641,308,16,308,1869,0.798165,0.164794,11,3,2773,22,3,G,H,S,M,N,3,3,L,D,37
SWW293+1.p,246,6987,7233,17868,214912,131,1553,246,5623,4308,1760,299,16,300,1887,0.807469,0.158983,11,3,2554,22,3,G,H,S,M,N,3,3,L,D,37
SWW295+1.p,246,6985,7231,17871,214024,128,1551,246,5611,4328,1764,299,16,304,1890,0.807221,0.160847,11,3,2487,22,3,G,H,S,M,N,3,3,L,D,37
SWW296+1.p,233,7096,7329,18316,222280,118,1541,233,5703,4243,1683,305,16,305,1876,0.802077,0.16258,11,3,2652,22,3,G,H,S,M,N,3,3,L,D,37
SWW299+1.p,210,7119,7329,18223,217774,90,1544,210,5725,4279,1657,303,15,303,1899,0.803756,0.159558,11,3,2780,22,3,G,H,S,M,N,3,3,L,D,37
SWW301+1.p,209,7120,7329,18224,217957,91,1543,209,5724,4282,1657,302,16,302,1898,0.804277,0.159115,11,3,2808,22,3,G,H,S,M,N,3,3,L,D,37
SWW303+1.p,237,7047,7284,17925,215854,121,1581,237,5691,4337,1752,316,18,316,1927,0.800127,0.163985,11,3,2590,22,3,G,H,S,M,N,3,3,L,D,37
SWW304+1.p,242,7108,7350,18180,215954,127,1552,242,5702,4273,1695,303,16,303,1902,0.804768,0.159306,11,3,2727,22,3,G,H,S,M,N,3,3,L,D,37
SWW306+1.p,220,7122,7342,18223,217084,102,1560,220,5723,4279,1679,307,15,307,1913,0.803205,0.160481,11,3,2866,22,3,G,H,S,M,N,3,3,L,D,37
SWW307+1.p,220,7120,7340,18213,220315,103,1560,220,5722,4278,1679,307,16,307,1912,0.803205,0.160565,11,3,2869,25,3,G,H,S,M,N,3,3,L,D,37
SWW308+1.p,222,7118,7340,18181,218269,103,1559,222,5719,4291,1683,305,16,305,1917,0.804362,0.159103,11,3,2870,22,3,G,H,S,M,N,3,3,L,D,37
SWW309+1.p,222,7118,7340,18179,218284,103,1559,222,5719,4291,1683,305,16,305,1918,0.804362,0.15902,11,3,2869,22,3,G,H,S,M,N,3,3,L,D,37
SWW310+1.p,220,7119,7339,18211,220316,103,1560,220,5721,4278,1679,307,16,307,1912,0.803205,0.160565,11,3,2869,25,3,G,H,S,M,N,3,3,L,D,37
SWW319+1.p,210,7151,7361,18325,219149,90,1548,210,5744,4287,1657,306,16,306,1905,0.802326,0.16063,11,3,2842,22,3,G,H,S,M,N,3,3,L,D,37
SWW320+1.p,210,7145,7355,18306,219158,92,1550,210,5741,4283,1657,307,17,307,1907,0.801935,0.160986,11,3,2821,22,3,G,H,S,M,N,3,3,L,D,37
SWW321+1.p,210,7145,7355,18306,219186,92,1550,210,5741,4283,1657,307,17,307,1907,0.801935,0.160986,11,3,2821,22,3,G,H,S,M,N,3,3,L,D,37
SWW322+1.p,210,7146,7356,18307,219194,92,1551,210,5742,4283,1657,308,17,308,1908,0.801418,0.161426,11,3,2821,22,3,G,H,S,M,N,3,3,L,D,37
SWW324+1.p,218,7133,7351,18248,218181,101,1560,218,5729,4280,1678,307,16,307,1915,0.803205,0.160313,11,3,2884,22,3,G,H,S,M,N,3,3,L,D,37
